Result,Number,,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point (C),Temperature ('C),Control ('C),AC Conductivity Real (S/m),AC Conductivity Imaginary (S/m),Relative Permittivity Real ,Relative Permittivity Imaginary ,impedance real,impedance imaginary
4902,35,108,13:42:44,4.466836,1,0,370,368.77,95.62,1.35E-03,3.39E-05,136450.7,5426947,656.1304,-16.4972
4903,35,109,13:42:49,3.981072,1,0,370,368.77,95.62,1.35E-03,3.40E-05,153577.6,6098289,655.1441,-16.49896
4904,35,110,13:42:55,3.548134,1,0,370,368.77,95.62,1.35E-03,3.44E-05,174411.2,6854881,653.942,-16.63848
4905,35,111,13:43:01,3.162277,1,0,370,368.77,95.62,1.35E-03,3.44E-05,195820.6,7692030,653.8799,-16.64621
4906,35,112,13:43:06,2.818383,1,0,370,368.77,95.62,1.36E-03,3.50E-05,223467.1,8654974,652.0262,-16.83499
4907,35,113,13:43:12,2.511887,1,0,370,368.77,95.62,1.36E-03,3.42E-05,244857.1,9718021,651.5784,-16.4173
4908,35,114,13:43:18,2.238721,1,0,370,368.77,95.62,1.36E-03,3.41E-05,273881.2,1.09E+07,651.0964,-16.34203
4909,35,115,13:43:23,1.995262,1,0,370,368.77,95.62,1.36E-03,3.50E-05,315191.3,1.23E+07,650.6507,-16.73929
4910,35,116,13:43:29,1.778279,1,0,370,368.77,95.62,1.36E-03,3.55E-05,359234.7,1.38E+07,650.2485,-16.98293
4911,35,117,13:43:34,1.584893,1,0,370,368.77,95.62,1.36E-03,3.50E-05,396528.7,1.54E+07,649.5928,-16.67335
4912,35,118,13:43:44,1.412537,1,0,370,368.77,95.62,1.37E-03,3.56E-05,452437.6,1.74E+07,647.9605,-16.87057
4913,35,119,13:43:50,1.258925,1,0,370,368.77,95.62,1.37E-03,3.51E-05,501082.3,1.95E+07,647.5479,-16.63102
4914,35,120,13:43:56,1.122018,1,0,370,368.77,95.62,1.37E-03,3.58E-05,574206,2.19E+07,647.7145,-16.9947
4915,35,121,13:44:01,1,1,0,370,368.77,95.62,1.37E-03,3.63E-05,652987,2.46E+07,647.3658,-17.20642
4916,35,122,13:44:07,0.8912509,1,0,370,368.77,95.62,1.37E-03,3.66E-05,738649.9,2.76E+07,646.6924,-17.31112
4917,35,123,13:44:14,0.7943283,1,0,370,368.77,95.62,1.37E-03,3.68E-05,831676.4,3.11E+07,644.6959,-17.26455
4918,35,124,13:44:19,0.7079458,1,0,370,368.77,95.62,1.37E-03,3.72E-05,944771.9,3.49E+07,644.0291,-17.4436
4919,35,125,13:44:26,0.6309573,1,0,370,368.77,95.62,1.37E-03,3.71E-05,1056742,3.92E+07,643.583,-17.36496
4920,35,126,13:44:33,0.5623413,1,0,370,368.77,95.62,1.37E-03,3.68E-05,1177776,4.39E+07,643.8102,-17.26117
4921,35,127,13:44:40,0.5011872,1,0,370,368.77,95.62,1.38E-03,3.79E-05,1360524,4.94E+07,641.9286,-17.66803
4922,35,128,13:44:46,0.4466836,1,0,370,368.77,95.62,1.38E-03,3.93E-05,1580287,5.55E+07,641.321,-18.25655
4923,35,129,13:44:52,0.3981072,1,0,370,368.77,95.62,1.42E-03,2.60E-05,1173355,6.42E+07,622.2615,-11.36842
4924,35,130,13:44:59,0.3548134,1,0,370,368.77,95.62,1.54E-03,-1.39E-05,-706498.5,7.82E+07,573.3087,5.177303
4925,35,131,13:45:07,0.3162278,1,0,370,368.77,95.62,1.51E-03,-4.72E-06,-268272.8,8.60E+07,585.3731,1.826528
4926,35,132,13:45:15,0.2818383,1,0,370,368.77,95.62,1.60E-03,-2.73E-05,-1738868,1.02E+08,552.1663,9.390996
4927,35,133,13:45:25,0.2511886,1,0,370,368.77,95.62,1.77E-03,-2.65E-05,-1894495,1.26E+08,500.8423,7.501923
4928,35,134,13:45:31,0.2238721,1,0,370,368.77,95.62,1.79E-03,-6.41E-05,-5146833,1.44E+08,493.5106,17.65502
4929,35,135,13:45:37,0.1995262,1,0,370,368.77,95.62,1.97E-03,-8.98E-05,-8091804,1.77E+08,449.1257,20.50525
4930,35,136,13:45:45,0.1778279,1,0,370,368.77,95.62,2.17E-03,-1.28E-04,-1.29E+07,2.20E+08,405.7584,23.89839
4931,35,137,13:45:53,0.1584893,1,0,370,368.77,95.62,2.07E-03,-1.30E-04,-1.48E+07,2.34E+08,427.046,26.91771
4932,35,138,13:46:02,0.1412538,1,0,370,368.77,95.62,2.24E-03,-1.61E-04,-2.04E+07,2.85E+08,393.9576,28.29569
4933,35,139,13:46:11,0.1258925,1,0,370,368.77,95.62,2.28E-03,-1.38E-04,-1.98E+07,3.26E+08,386.9149,23.48975
4934,35,140,13:46:31,0.1122018,1,0,370,368.77,95.62,2.61E-03,-1.93E-04,-3.09E+07,4.18E+08,337.1577,24.86338
4935,35,141,13:46:42,0.1,1,0,370,368.77,95.62,2.84E-03,-2.68E-04,-4.82E+07,5.11E+08,308.992,29.19242
4936,36,1,13:56:54,1000000,1,0,380,379.01,105.86,2.05E-03,7.78E-04,13.98069,36.84743,377.574,-143.2595
4937,36,2,13:56:59,891250.9,1,0,380,379.01,105.86,2.00E-03,7.16E-04,14.45008,40.43244,391.6395,-139.9674
4938,36,3,13:57:05,794328.2,1,0,380,379.01,105.86,1.97E-03,6.60E-04,14.94479,44.52204,404.461,-135.7661
4939,36,4,13:57:10,707945.8,1,0,380,379.01,105.86,1.93E-03,6.09E-04,15.45058,49.02725,417.1195,-131.4522
4940,36,5,13:57:17,630957.3,1,0,380,379.01,105.86,1.90E-03,5.61E-04,15.99485,54.13127,428.567,-126.6341
4941,36,6,13:57:22,562341.3,1,0,380,379.01,105.86,1.87E-03,5.18E-04,16.56147,59.86732,439.1423,-121.4827
4942,36,7,13:57:27,501187.3,1,0,380,379.01,105.86,1.85E-03,4.78E-04,17.15438,66.30298,448.8976,-116.142
4943,36,8,13:57:33,446683.6,1,0,380,379.01,105.86,1.83E-03,4.42E-04,17.77406,73.50572,457.9527,-110.7353
4944,36,9,13:57:38,398107.2,1,0,380,379.01,105.86,1.81E-03,4.08E-04,18.4227,81.60673,466.1297,-105.2287
4945,36,10,13:57:43,354813.4,1,0,380,379.01,105.86,1.79E-03,3.77E-04,19.0986,90.67121,473.6935,-99.77682
4946,36,11,13:57:49,316227.8,1,0,380,379.01,105.86,1.77E-03,3.48E-04,19.80514,100.7986,480.7456,-94.45801
4947,36,12,13:57:54,281838.3,1,0,380,379.01,105.86,1.76E-03,3.22E-04,20.55683,112.1339,487.2228,-89.3196
4948,36,13,13:57:59,251188.6,1,0,380,379.01,105.86,1.74E-03,2.99E-04,21.36583,124.823,493.156,-84.41303
4949,36,14,13:58:05,223872.1,1,0,380,379.01,105.86,1.73E-03,2.77E-04,22.21862,139.0381,498.5804,-79.67435
4950,36,15,13:58:10,199526.2,1,0,380,379.01,105.86,1.72E-03,2.57E-04,23.11947,154.9417,503.6033,-75.14466
4951,36,16,13:58:15,177828,1,0,380,379.01,105.86,1.71E-03,2.37E-04,24.00625,172.7589,508.2457,-70.62485
4952,36,17,13:58:20,158489.3,1,0,380,379.01,105.86,1.70E-03,2.20E-04,24.93969,192.7106,512.5087,-66.32646
4953,36,18,13:58:26,141253.8,1,0,380,379.01,105.86,1.69E-03,2.04E-04,25.94608,215.0609,516.396,-62.30074
4954,36,19,13:58:31,125892.5,1,0,380,379.01,105.86,1.68E-03,1.89E-04,27.01669,240.1565,519.8336,-58.47929
4955,36,20,13:58:36,112201.9,1,0,380,379.01,105.86,1.67E-03,1.75E-04,28.10211,268.2229,523.0977,-54.80572
4956,36,21,13:58:42,100000,1,0,380,379.01,105.86,1.67E-03,1.63E-04,29.21357,299.7365,525.9865,-51.26482
4957,36,22,13:58:47,89125.09,1,0,380,379.01,105.86,1.66E-03,1.51E-04,30.50046,334.9352,528.7774,-48.15247
4958,36,23,13:58:52,79432.82,1,0,380,379.01,105.86,1.65E-03,1.41E-04,31.98242,374.3504,531.3534,-45.39588
4959,36,24,13:58:57,70794.58,1,0,380,379.01,105.86,1.65E-03,1.32E-04,33.62587,418.554,533.6723,-42.87426
4960,36,25,13:59:05,63095.73,1,0,380,379.01,105.86,1.64E-03,1.27E-04,36.09213,468.4864,535.2458,-41.23526
4961,36,26,13:59:11,56234.13,1,0,380,379.01,105.86,1.64E-03,1.19E-04,37.9307,523.7101,537.5973,-38.9365
4962,36,27,13:59:16,50118.72,1,0,380,379.01,105.86,1.63E-03,1.11E-04,39.9741,585.7105,539.6586,-36.83111
4963,36,28,13:59:21,44668.36,1,0,380,379.01,105.86,1.63E-03,1.04E-04,42.04676,654.5918,542.0776,-34.81957
4964,36,29,13:59:26,39810.72,1,0,380,379.01,105.86,1.62E-03,9.92E-05,44.78831,732.5914,543.6735,-33.23847
4965,36,30,13:59:32,35481.34,1,0,380,379.01,105.86,1.62E-03,9.31E-05,47.18853,819.7764,545.3661,-31.39274
4966,36,31,13:59:37,31622.78,1,0,380,379.01,105.86,1.61E-03,8.94E-05,50.82381,917.728,546.7343,-30.27817
4967,36,32,13:59:42,28183.83,1,0,380,379.01,105.86,1.61E-03,8.41E-05,53.62261,1026.743,548.4987,-28.64586
4968,36,33,13:59:48,25118.86,1,0,380,379.01,105.86,1.61E-03,8.06E-05,57.68306,1149.587,549.7769,-27.58628
4969,36,34,13:59:53,22387.21,1,0,380,379.01,105.86,1.60E-03,7.67E-05,61.54403,1286.475,551.3484,-26.37611
4970,36,35,13:59:58,19952.62,1,0,380,379.01,105.86,1.60E-03,7.33E-05,66.00498,1439.603,552.9241,-25.35126
4971,36,36,14:00:03,17782.79,1,0,380,379.01,105.86,0.001594,7.01E-05,70.85677,1611.239,554.3976,-24.38051
4972,36,37,14:00:09,15848.93,1,0,380,379.01,105.86,1.59E-03,6.67E-05,75.60728,1803.891,555.7093,-23.29168
4973,36,38,14:00:14,14125.38,1,0,380,379.01,105.86,1.59E-03,6.46E-05,82.26767,2019.935,556.8817,-22.68061
4974,36,39,14:00:19,12589.25,1,0,380,379.01,105.86,1.58E-03,6.16E-05,88.01281,2261.724,558.115,-21.71851
4975,36,40,14:00:25,11220.18,1,0,380,379.01,105.86,1.58E-03,5.94E-05,95.1805,2532.183,559.3867,-21.0264
4976,36,41,14:00:30,10000,1,0,380,379.01,105.86,1.58E-03,5.74E-05,103.2489,2835.939,560.4644,-20.40499
4977,36,42,14:00:35,8912.51,1,0,380,379.01,105.86,1.58E-03,5.59E-05,112.7086,3177.101,561.3619,-19.91448
4978,36,43,14:00:40,7943.282,1,0,380,379.01,105.86,1.57E-03,5.42E-05,122.6353,3557.982,562.4719,-19.38709
4979,36,44,14:00:46,7079.458,1,0,380,379.01,105.86,1.57E-03,5.27E-05,133.7326,3984.769,563.5444,-18.91308
4980,36,45,14:00:51,6309.573,1,0,380,379.01,105.86,1.57E-03,5.14E-05,146.3662,4462.792,564.6075,-18.51744
4981,36,46,14:00:56,5623.413,1,0,380,379.01,105.86,1.56E-03,5.01E-05,160.1627,5000.696,565.3854,-18.10821
4982,36,47,14:01:02,5011.873,1,0,380,379.01,105.86,1.56E-03,4.89E-05,175.3548,5601.189,566.3886,-17.73177
4983,36,48,14:01:07,4466.836,1,0,380,379.01,105.86,1.56E-03,4.71E-05,189.6621,6272.309,567.5392,-17.16125
4984,36,49,14:01:12,3981.072,1,0,380,379.01,105.86,1.56E-03,4.66E-05,210.2704,7028.044,568.3255,-17.0036
4985,36,50,14:01:18,3548.134,1,0,380,379.01,105.86,1.55E-03,4.57E-05,231.2723,7876.218,569.0209,-16.70837
4986,36,51,14:01:23,3162.278,1,0,380,379.01,105.86,1.55E-03,4.47E-05,254.3535,8824.221,569.8796,-16.42648
4987,36,52,14:01:28,2818.383,1,0,380,379.01,105.86,1.55E-03,4.41E-05,281.084,9882.307,570.9666,-16.24009
4988,36,53,14:01:33,2511.886,1,0,380,379.01,105.86,1.55E-03,4.34E-05,310.2196,11071.29,571.8488,-16.02331
4989,36,54,14:01:39,2238.721,1,0,380,379.01,105.86,1.54E-03,4.27E-05,342.7268,12405,572.6536,-15.82134
4990,36,55,14:01:44,1995.262,1,0,380,379.01,105.86,1.54E-03,4.21E-05,379.6767,13897.33,573.5416,-15.66923
4991,36,56,14:01:49,1778.279,1,0,380,379.01,105.86,1.54E-03,4.17E-05,421.1448,15577.47,574.1246,-15.52176
4992,36,57,14:01:55,1584.893,1,0,380,379.01,105.86,1.54E-03,4.13E-05,468.2406,17439.2,575.4144,-15.44982
4993,36,58,14:02:00,1412.537,1,0,380,379.01,105.86,1.54E-03,4.09E-05,520.7308,19539.98,576.2194,-15.35596
4994,36,59,14:02:05,1258.925,1,0,380,379.01,105.86,1.53E-03,4.06E-05,580.1638,21895.2,576.9878,-15.28862
4995,36,60,14:02:11,1122.018,1,0,380,379.01,105.86,1.53E-03,4.04E-05,646.7049,24523.91,578.0013,-15.24212
4996,36,61,14:02:16,1000,1,0,380,379.01,105.86,1.53E-03,4.02E-05,722.1549,27468.11,579.0172,-15.22275
4997,36,62,14:02:21,891.251,1,0,380,379.01,105.86,1.53E-03,3.97E-05,800.7017,30809.65,579.2155,-15.05304
4998,36,63,14:02:27,794.3282,1,0,380,379.01,105.86,1.53E-03,3.98E-05,900.4459,34561.55,579.3384,-15.09374
4999,36,64,14:02:32,707.9457,1,0,380,379.01,105.86,1.53E-03,3.95E-05,1004.169,38801.46,579.0039,-14.98444
5000,36,65,14:02:37,630.9573,1,0,380,379.01,105.86,1.53E-03,3.99E-05,1137.368,43495.55,579.5336,-15.15427
5001,36,66,14:02:43,562.3413,1,0,380,379.01,105.86,1.53E-03,4.00E-05,1278.898,48749.71,580.1622,-15.21995
5002,36,67,14:02:48,501.1872,1,0,380,379.01,105.86,1.52E-03,4.00E-05,1435.88,54607.33,581.1245,-15.28045
5003,36,68,14:02:53,446.6836,1,0,380,379.01,105.86,1.52E-03,4.01E-05,1614.573,61269.08,581.1355,-15.31418
5004,36,69,14:02:59,398.1072,1,0,380,379.01,105.86,1.52E-03,4.04E-05,1822.503,68682.02,581.663,-15.43465
5005,36,70,14:03:04,354.8134,1,0,380,379.01,105.86,1.52E-03,4.04E-05,2046.179,76934.16,582.6314,-15.49595
5006,36,71,14:03:09,316.2278,1,0,380,379.01,105.86,1.52E-03,4.02E-05,2286.798,86425.87,581.9323,-15.39772
5007,36,72,14:03:16,281.8383,1,0,380,379.01,105.86,1.52E-03,4.04E-05,2577.855,96960.48,581.9941,-15.47328
5008,36,73,14:03:21,251.1886,1,0,380,379.01,105.86,1.52E-03,4.08E-05,2920.935,108765.7,582.1238,-15.63311
5009,36,74,14:03:27,223.8721,1,0,380,379.01,105.86,1.52E-03,4.18E-05,3356.974,121909.8,582.7098,-16.04581
5010,36,75,14:03:32,199.5262,1,0,380,379.01,105.86,1.51E-03,4.24E-05,3817.767,136405.3,584.3179,-16.35413
5011,36,76,14:03:37,177.8279,1,0,380,379.01,105.86,1.51E-03,4.22E-05,4265.253,152830.3,585.1575,-16.33083
5012,36,77,14:03:43,158.4893,1,0,380,379.01,105.86,1.51E-03,4.33E-05,4910.469,171298.2,585.7479,-16.79117
5013,36,78,14:03:48,141.2538,1,0,380,379.01,105.86,1.51E-03,4.30E-05,5466.403,192029.1,586.2748,-16.68921
5014,36,79,14:03:53,125.8925,1,0,380,379.01,105.86,1.51E-03,4.38E-05,6258.14,215500.8,586.1454,-17.02166
5015,36,80,14:03:58,112.2018,1,0,380,379.01,105.86,1.51E-03,4.46E-05,7139.238,241275.3,587.3912,-17.38067
5016,36,81,14:04:04,100,1,0,380,379.01,105.86,1.50E-03,4.48E-05,8050.631,270401.3,588.0667,-17.50845
5017,36,82,14:04:09,89.12509,1,0,380,379.01,105.86,1.51E-03,4.50E-05,9074.49,303754.1,587.3685,-17.54732
5018,36,83,14:04:14,79.43282,1,0,380,379.01,105.86,1.50E-03,4.47E-05,10123.06,339986,588.8089,-17.53174
5019,36,84,14:04:20,70.79458,1,0,380,379.01,105.86,1.50E-03,4.60E-05,11678.64,381445.8,588.8173,-18.02769
5020,36,85,14:04:25,63.09574,1,0,380,379.01,105.86,1.50E-03,4.60E-05,13109.63,427680.4,589.241,-18.06192
5021,36,86,14:04:30,56.23413,1,0,380,379.01,105.86,1.50E-03,4.62E-05,14777.76,479540.6,589.6342,-18.17045
5022,36,87,14:04:35,50.11872,1,0,380,379.01,105.86,1.50E-03,4.69E-05,16816.71,537897.9,589.7883,-18.439
5023,36,88,14:04:41,44.66836,1,0,380,379.01,105.86,1.50E-03,4.75E-05,19127.65,604019.1,589.297,-18.66144
5024,36,89,14:04:46,39.81071,1,0,380,379.01,105.86,1.50E-03,4.77E-05,21526.75,678004.8,589.047,-18.70233
5025,36,90,14:04:51,35.48134,1,0,380,379.01,105.86,1.50E-03,4.82E-05,24413.22,759980.4,589.6168,-18.94055
5026,36,91,14:04:57,31.62278,1,0,380,379.01,105.86,0.0015001,4.82E-05,27370.31,852691,589.6323,-18.92645
5027,36,92,14:05:02,28.18383,1,0,380,379.01,105.86,1.50E-03,4.84E-05,30896.23,955996.6,590.0795,-19.0704
5028,36,93,14:05:07,25.11886,1,0,380,379.01,105.86,1.50E-03,4.83E-05,34576.38,1072870,589.9598,-19.01319
5029,36,94,14:05:12,22.38721,1,0,380,379.01,105.86,1.50E-03,4.77E-05,38307.61,1204535,589.6059,-18.75113
5030,36,95,14:05:18,19.95262,1,0,380,379.01,105.86,1.50E-03,4.75E-05,42813.01,1352378,589.2333,-18.65371
5031,36,96,14:05:23,17.78279,1,0,380,379.01,105.86,1.50E-03,4.74E-05,47946.9,1517081,589.3566,-18.62645
5032,36,97,14:05:28,15.84893,1,0,380,379.01,105.86,1.50E-03,4.77E-05,54121.79,1702288,589.3162,-18.73646
5033,36,98,14:05:34,14.12538,1,0,380,379.01,105.86,1.50E-03,4.75E-05,60448.65,1910148,589.2755,-18.64824
5034,36,99,14:05:39,12.58925,1,0,380,379.01,105.86,1.50E-03,4.61E-05,65799.58,2145816,588.5993,-18.04888
5035,36,100,14:05:44,11.22018,1,0,380,379.01,105.86,1.50E-03,4.58E-05,73307.7,2408940,588.2913,-17.9026
5036,36,101,14:05:50,10,1,0,380,379.01,105.86,1.50E-03,4.53E-05,81406.66,2701783,588.5395,-17.73312
5037,36,102,14:05:55,8.91251,1,0,380,379.01,105.86,1.50E-03,4.47E-05,90191.73,3033869,588.0846,-17.48275
5038,36,103,14:06:00,7.943283,1,0,380,379.01,105.86,1.51E-03,4.42E-05,99988.45,3405737,587.8073,-17.25734
5039,36,104,14:06:06,7.079458,1,0,380,379.01,105.86,1.50E-03,4.35E-05,110412.9,3819912,588.0363,-16.99693
5040,36,105,14:06:11,6.309574,1,0,380,379.01,105.86,1.50E-03,4.35E-05,123832.4,4286677,587.9456,-16.98442
5041,36,106,14:06:17,5.623414,1,0,380,379.01,105.86,1.51E-03,4.25E-05,135869.5,4817534,587.0162,-16.55569
5042,36,107,14:06:26,5.011872,1,0,380,379.01,105.86,1.51E-03,4.17E-05,149527.7,5424891,584.924,-16.12241
5043,36,108,14:06:32,4.466836,1,0,380,379.01,105.86,1.51E-03,4.17E-05,167646.2,6093143,584.3193,-16.07691
5044,36,109,14:06:37,3.981072,1,0,380,379.01,105.86,1.51E-03,4.15E-05,187217.3,6838488,584.1639,-15.99266
5045,36,110,14:06:43,3.548134,1,0,380,379.01,105.86,1.52E-03,4.14E-05,209889.3,7685670,583.1962,-15.9266
5046,36,111,14:06:48,3.162277,1,0,380,379.01,105.86,0.0015186,4.07E-05,231086.7,8632072,582.6317,-15.59746
5047,36,112,14:06:54,2.818383,1,0,380,379.01,105.86,1.52E-03,4.04E-05,257612.3,9691354,582.2762,-15.47787
5048,36,113,14:07:00,2.511887,1,0,380,379.01,105.86,1.52E-03,4.08E-05,292125.5,1.09E+07,581.0922,-15.57942
5049,36,114,14:07:05,2.238721,1,0,380,379.01,105.86,1.53E-03,4.03E-05,323379.9,1.22E+07,579.9521,-15.31016
5050,36,115,14:07:10,1.995262,1,0,380,379.01,105.86,1.53E-03,4.06E-05,365699.9,1.38E+07,579.3088,-15.39684
5051,36,116,14:07:16,1.778279,1,0,380,379.01,105.86,1.53E-03,4.07E-05,411131.4,1.55E+07,578.8311,-15.40179
5052,36,117,14:07:22,1.584893,1,0,380,379.01,105.86,1.53E-03,4.19E-05,475455.7,1.74E+07,577.0222,-15.77609
5053,36,118,14:07:32,1.412537,1,0,380,379.01,105.86,1.53E-03,4.15E-05,528130.3,1.95E+07,576.8997,-15.6113
5054,36,119,14:07:38,1.258925,1,0,380,379.01,105.86,1.54E-03,4.26E-05,607752.1,2.20E+07,575.4429,-15.93101
5055,36,120,14:07:43,1.122018,1,0,380,379.01,105.86,0.0015383,4.19E-05,671666.5,2.46E+07,575.1553,-15.67567
5056,36,121,14:07:49,1,1,0,380,379.01,105.86,1.54E-03,4.27E-05,767656.4,2.76E+07,575.5883,-15.99211
5057,36,122,14:07:54,0.8912509,1,0,380,379.01,105.86,1.54E-03,4.24E-05,855855.5,3.10E+07,574.8103,-15.84745
5058,36,123,14:08:01,0.7943283,1,0,380,379.01,105.86,1.54E-03,4.23E-05,958166.1,3.49E+07,573.356,-15.73244
5059,36,124,14:08:11,0.7079458,1,0,380,379.01,105.86,1.55E-03,4.06E-05,1031079,3.93E+07,571.936,-15.01294
5060,36,125,14:08:18,0.6309573,1,0,380,379.01,105.86,1.55E-03,4.23E-05,1204679,4.42E+07,569.841,-15.5196
5061,36,126,14:08:24,0.5623413,1,0,380,379.01,105.86,1.55E-03,4.18E-05,1337145,4.96E+07,569.8691,-15.35407
5062,36,127,14:08:32,0.5011872,1,0,380,379.01,105.86,1.56E-03,4.23E-05,1516868,5.58E+07,568.838,-15.4677
5063,36,128,14:08:38,0.4466836,1,0,380,379.01,105.86,1.56E-03,3.86E-05,1551523,6.29E+07,565.9109,-13.95398
5064,36,129,14:08:44,0.3981072,1,0,380,379.01,105.86,1.60E-03,2.72E-05,1228641,7.20E+07,554.8933,-9.465638
5065,36,130,14:08:51,0.3548134,1,0,380,379.01,105.86,1.76E-03,-3.96E-05,-2004321,8.92E+07,502.7126,11.29812
5066,36,131,14:08:58,0.3162278,1,0,380,379.01,105.86,1.88E-03,-5.66E-05,-3218604,1.07E+08,470.6169,14.17674
5067,36,132,14:09:07,0.2818383,1,0,380,379.01,105.86,2.10E-03,-1.08E-04,-6892189,1.34E+08,420.8106,21.67007
5068,36,133,14:09:17,0.2511886,1,0,380,379.01,105.86,2.27E-03,-1.66E-04,-1.19E+07,1.62E+08,387.8858,28.37523
5069,36,134,14:09:23,0.2238721,1,0,380,379.01,105.86,2.33E-03,-2.00E-04,-1.61E+07,1.87E+08,376.6257,32.35305
5070,36,135,14:09:29,0.1995262,1,0,380,379.01,105.86,2.40E-03,-1.72E-04,-1.55E+07,2.16E+08,367.286,26.29351
5071,36,136,14:09:37,0.1778279,1,0,380,379.01,105.86,2.78E-03,-2.96E-04,-2.99E+07,2.81E+08,315.0702,33.57127
5072,36,137,14:09:44,0.1584893,1,0,380,379.01,105.86,3.09E-03,-3.16E-04,-3.59E+07,3.50E+08,283.6981,29.05129
5073,36,138,14:09:53,0.1412538,1,0,380,379.01,105.86,3.53E-03,-4.01E-04,-5.10E+07,4.50E+08,247.4284,28.09353
5074,36,139,14:10:02,0.1258925,1,0,380,379.01,105.86,3.65E-03,-3.07E-04,-4.38E+07,5.21E+08,240.806,20.25455
5075,36,140,14:10:23,0.1122018,1,0,380,379.01,105.86,3.93E-03,-4.23E-04,-6.77E+07,6.30E+08,222.5594,23.92855
5076,36,141,14:10:34,0.1,1,0,380,379.01,105.86,4.25E-03,-4.79E-04,-8.60E+07,7.63E+08,205.8503,23.19611
5077,37,1,14:20:46,1000000,1,0,390,388.98,115.83,2.24E-03,7.92E-04,14.23597,40.28705,351.1996,-124.1011
5078,37,2,14:20:51,891250.9,1,0,390,388.98,115.83,2.18E-03,7.29E-04,14.71217,44.01463,364.9429,-121.9845
5079,37,3,14:20:56,794328.2,1,0,390,388.98,115.83,2.14E-03,6.74E-04,15.24109,48.49675,376.0127,-118.1696
5080,37,4,14:21:01,707945.8,1,0,390,388.98,115.83,2.11E-03,6.22E-04,15.79142,53.49517,386.5631,-114.1109
5081,37,5,14:21:08,630957.3,1,0,390,388.98,115.83,2.07E-03,5.74E-04,16.36603,59.02134,396.8624,-110.046
5082,37,6,14:21:14,562341.3,1,0,390,388.98,115.83,2.04E-03,5.31E-04,16.96933,65.33762,405.7962,-105.3924
5083,37,7,14:21:19,501187.3,1,0,390,388.98,115.83,2.02E-03,4.91E-04,17.6004,72.42683,414.0023,-100.6065
5084,37,8,14:21:24,446683.6,1,0,390,388.98,115.83,2.00E-03,4.54E-04,18.26011,80.37439,421.547,-95.77051
5085,37,9,14:21:30,398107.2,1,0,390,388.98,115.83,1.98E-03,4.20E-04,18.94543,89.27447,428.5109,-90.9367
5086,37,10,14:21:35,354813.4,1,0,390,388.98,115.83,1.96E-03,3.88E-04,19.66732,99.21436,435.0174,-86.23376
5087,37,11,14:21:40,316227.8,1,0,390,388.98,115.83,1.94E-03,3.59E-04,20.41762,110.3519,440.9829,-81.59189
5088,37,12,14:21:45,281838.3,1,0,390,388.98,115.83,1.93E-03,3.33E-04,21.2242,122.8195,446.4508,-77.15031
5089,37,13,14:21:51,251188.6,1,0,390,388.98,115.83,1.91E-03,3.09E-04,22.08296,136.771,451.4916,-72.89756
5090,37,14,14:21:56,223872.1,1,0,390,388.98,115.83,1.90E-03,2.86E-04,22.9854,152.41,456.0786,-68.78255
5091,37,15,14:22:01,199526.2,1,0,390,388.98,115.83,1.89E-03,2.66E-04,23.9404,169.8839,460.3922,-64.87947
5092,37,16,14:22:07,177828,1,0,390,388.98,115.83,1.87E-03,2.46E-04,24.88817,189.4567,464.3864,-61.00459
5093,37,17,14:22:12,158489.3,1,0,390,388.98,115.83,1.86E-03,2.28E-04,25.87004,211.391,468.0344,-57.27808
5094,37,18,14:22:17,141253.8,1,0,390,388.98,115.83,1.85E-03,2.12E-04,26.92749,236.0084,471.2762,-53.77047
5095,37,19,14:22:22,125892.5,1,0,390,388.98,115.83,1.85E-03,1.96E-04,28.04955,263.4548,474.4811,-50.51712
5096,37,20,14:22:28,112201.9,1,0,390,388.98,115.83,1.84E-03,1.82E-04,29.19454,294.2733,477.3265,-47.35506
5097,37,21,14:22:33,100000,1,0,390,388.98,115.83,1.83E-03,1.69E-04,30.35557,328.8774,479.8462,-44.29007
5098,37,22,14:22:38,89125.09,1,0,390,388.98,115.83,1.82E-03,1.57E-04,31.69067,367.5672,482.2443,-41.57783
5099,37,23,14:22:44,79432.82,1,0,390,388.98,115.83,1.82E-03,1.47E-04,33.23555,410.9083,484.4438,-39.18334
5100,37,24,14:22:49,70794.58,1,0,390,388.98,115.83,1.81E-03,1.38E-04,34.95005,459.4281,486.5154,-37.01066
5101,37,25,14:22:57,63095.73,1,0,390,388.98,115.83,1.80E-03,1.32E-04,37.56145,514.1801,487.9705,-35.64681
5102,37,26,14:23:02,56234.13,1,0,390,388.98,115.83,1.80E-03,1.23E-04,39.42854,574.8215,490.0594,-33.61448
5103,37,27,14:23:07,50118.72,1,0,390,388.98,115.83,1.79E-03,1.16E-04,41.53995,643.0594,491.7685,-31.76695
5104,37,28,14:23:13,44668.36,1,0,390,388.98,115.83,1.80E-03,1.06E-04,42.49599,724.1498,490.3416,-28.77519
5105,37,29,14:23:18,39810.72,1,0,390,388.98,115.83,1.80E-03,1.00E-04,45.16217,810.6514,491.6321,-27.3893
5106,37,30,14:23:23,35481.34,1,0,390,388.98,115.83,1.79E-03,9.37E-05,47.44973,907.0289,493.1877,-25.8003
